,SKU,Product_Name,Product_Category,Price,Promo_Start_Date,Promo_End_Date,Comparison_Price,Comparison_Price_Type,Buy_Box_Item_Price,Buy_Box_Eligible,MSRP,Product_Tax_Code,Ship_Methods,Shipping_Weight,Fulfillment_Type,WFS_Sales_Restriction,Shelf_Name,Primary_Category_Path,Brand,Offer_Start_Date,Offer_End_Date,Item_Creation_Date,Reviews_Count,Average_Rating,Competitor_Price,Competitor_Ship_Price,Cost
475,013000012539-S-P-L214.40-4.78,"Heinz HomeStyle Roasted Turkey Gravy, 18 Ounce (3 Pack)","Home Decor, Kitchen, & Other",13.99,1970-01-01,1970-01-01,14.09,Was Price,13.99,Yes,28.44,2038305,ALWAYS_TWO_DAY,4.0,Walmart Fulfilled,no restrictions,Turkey gravy,"[""Home Page"",""Food"",""Pantry"",""Sauces & marinades"",""Sauces"",""Gravy"",""Turkey gravy""]",Kraft Heinz,2020-09-27,2026-06-17,2018-08-01,9,3.6,19.4,-1.0,5.596
476,034325010420-M-F-L1-10.99,"Setton Farms Premium Pistachios, Dry Roasted with Sea Salt, 32 Oz",Food & Beverage,24.9,1970-01-01,1970-01-01,24.9,Was Price,24.9,Yes,0.0,2040208,ALWAYS_TWO_DAY,2.0,WFS Eligible,no restrictions,"All Nuts, Trail Mix,& Seeds","[""Home Page"",""Food"",""Snacks, Cookies & Chips"",""Nuts, Trail Mix & Seeds"",""All Nuts, Trail Mix,& Seeds""]",Setton Farms,2023-09-01,2049-12-29,2017-05-16,0,0.0,25.98,0.0,9.96
477,16-NOEQ-G4NG,3OWL Dual Color Inflatable Lazy Air Bed (Blue/Black),Sport & Recreation Other,23.99,1970-01-01,1970-01-01,0.0,Was Price,23.99,Yes,0.0,2038710,NETWORK_GEO,2.7,Seller Fulfilled,no restrictions,Camping Emergency Preparedness,"[""Home Page"",""Sports & Outdoors"",""Outdoor Sports"",""Camping Gear"",""Camping Emergency Preparedness""]",3OWL,2021-01-14,2049-12-30,2021-01-18,10,2.1,22.99,-1.0,9.596
478,4D-RLX0-2CTI,"HALLEY Decorative Bath Towels Set, 6 Piece - Turkish Towel Set with Floral Pattern, Highly Absorbent & Fade Resistant Fabric, 100% Cotton - Pink","Home Decor, Kitchen, & Other",29.99,1970-01-01,1970-01-01,42.99,Was Price,29.99,Yes,0.0,2039973,ALWAYS_TWO_DAY,3.4,Walmart Fulfilled,no restrictions,Bath Towels,"[""Home Page"",""Home"",""Bath"",""Bath Towels""]",HALLEY,2020-11-02,2049-12-24,2020-11-09,0,0.0,34.99,0.0,11.996
479,638060924723-C-F-L1-9.99,"3M CLAW Drywall Picture Hanger with Temporary Spot Marker, Assorted, 8 Hangers, 8 Markers/Pack","Home Decor, Kitchen, & Other",15.99,1970-01-01,1970-01-01,21.99,Was Price,20.9,Yes,34.98,2038710,ALWAYS_TWO_DAY,0.4,WFS Eligible,no restrictions,All Picture Hangers,"[""Home Page"",""Home Improvement"",""Hardware"",""Hooks"",""Picture Hangers"",""All Picture Hangers""]",3M,2022-02-24,2049-12-29,2022-02-07,10,4.9,19.99,0.0,6.396000000000001
480,6462474061080-C-WM-63.99,"Optimum Nutrition Gold Standard 100% Whey Protein, 80 Servings - Extreme Milk Chocolate","Beauty, Personal Care, & Hygiene",89.99,1970-01-01,1970-01-01,89.99,Was Price,87.9,Yes,95.97,2048154,ALWAYS_TWO_DAY,5.0,Walmart Fulfilled,no restrictions,Whey Protein,"[""Home Page"",""Health and Medicine"",""Protein"",""Protein Powder"",""Whey Protein""]",Optimum Nutrition,2023-12-27,2049-12-31,2021-11-16,0,0.0,89.99,-1.0,35.996
481,717604023211-bstock-blackstone,Blackstone Original 22in Griddle w/Hood and Carry Bag,"Home Decor, Kitchen, & Other",228.0,1970-01-01,1970-01-01,238.98,Was Price,199.0,Yes,0.0,2038710,NETWORK_GEO,5.0,Seller Fulfilled,no restrictions,Blackstone Accessories,"[""Home Page"",""Patio & Garden"",""Patio & Garden Shop by Brand"",""Blackstone"",""Blackstone Accessories""]",Blackstone,2024-01-16,2049-12-31,2023-10-23,1,5.0,0.0,0.0,91.2
482,783399728938-bstock-,"Neutrogena Hydro Boost Gel- Cream Extra - Dry, 1.7 oz, 2 Pack","Beauty, Personal Care, & Hygiene",39.0,1970-01-01,1970-01-01,38.95,Was Price,34.95,Yes,49.99,2048134,ALWAYS_TWO_DAY,2.2,WFS Eligible,no restrictions,Dermatologist Recommended Face Moisturizers Dry Skin,"[""Home Page"",""Beauty"",""Dermatologist Recommended"",""Dermatologist Recommended Skin Concerns"",""Dermatologist Recommended Dry Skin"",""Dermatologist Recommended Face Moisturizers Dry Skin""]",Neutrogena,2024-01-19,2049-12-31,2019-04-04,0,0.0,49.99,0.0,15.600000000000001
483,812944006846-CB-S-L1-4.69,Winco - MB-1300 - 13 qt Stainless Steel Mixing Bowl,"Home Decor, Kitchen, & Other",24.9,1970-01-01,1970-01-01,17.99,Was Price,17.99,Yes,6.65,2038710,NETWORK_GEO,1.0,Seller Fulfilled,no restrictions,Mixing Bowls,"[""Home Page"",""Home"",""Kitchen & Dining"",""Tools & Gadgets"",""Kitchen Tools & Gadgets"",""Mixing Bowls""]",Winco,2024-01-15,2049-12-31,2016-11-30,0,0.0,17.69,0.0,9.96
484,847644006278-C-P-L1-35.98,Come Ready Nutrition Clean Protein Bars (2 pack) 48 Total Bars - 24 Chocolate Sea Salt and 24 Chocolate Peanut Butter ONLY $1.38/Bar,Other,52.99,1970-01-01,1970-01-01,105.1,Was Price,52.99,Yes,0.0,2048880,ALWAYS_TWO_DAY,6.64,WFS Eligible,no restrictions,Protein Bars,"[""Home Page"",""Health and Medicine"",""Protein"",""Protein Bars"",""Protein Bars""]",Come Ready,2022-05-22,2049-06-25,2020-03-09,1,5.0,58.99,0.0,21.196
485,ES-8AUZ-OOON,Olive Garden Signature Italian Dressing 24 Ounce Bottle (Pack of 2),Food & Beverage,24.15,1970-01-01,1970-01-01,14.99,Was Price,19.6,Yes,28.08,2038305,NETWORK_GEO,3.0,Seller Fulfilled,no restrictions,Shop all salad dressings & toppings,"[""Home Page"",""Food"",""Pantry"",""Salad dressings & toppings"",""Shop all salad dressings & toppings""]",Olive Garden,2019-07-07,2031-07-12,2018-05-18,1913,4.8,17.99,-1.0,9.66
486,Halley-Hairtowel-Pink3,"HALLEY Cotton Hair Towel Wrap – 3 Packs Super Absorbent, Anti Frizz Fast Drying Hair Towel for Curly Long Thick Hair – Hair Turbans for Wet Hair with Button – Hair Plopping Towel (Pink)","Home Decor, Kitchen, & Other",12.5,1970-01-01,1970-01-01,12.5,Was Price,12.5,Yes,0.0,2039973,ALWAYS_TWO_DAY,0.62,Walmart Fulfilled,no restrictions,Hair Towels,"[""Home Page"",""Home"",""Bath"",""Bath Towels"",""Hair Towels""]",HALLEY,2023-11-07,2049-12-26,2023-11-12,0,0.0,0.0,0.0,5.0
487,Halley-Hera-Bath2- Brown,"HALLEY Turkish Bath Towels Set - 2 Pack Bathroom Set, Ultra Soft, Machine Washable, Highly Absorbent, 100% Cotton - Luxury Spa Quality - Beige","Home Decor, Kitchen, & Other",21.67,2023-06-20,2023-08-31,25.5,Was Price,21.67,Yes,0.0,2039973,ALWAYS_TWO_DAY,4.21,Walmart Fulfilled,no restrictions,Bath Towels,"[""Home Page"",""Home"",""Bath"",""Bath Towels""]",HALLEY,2020-10-28,2049-12-22,2020-11-06,0,0.0,21.67,0.0,8.668000000000001
488,Halley-Lux-Bath2-Coral-L1,"HALLEY 100% Turkish Cotton Bath Towels (Pack of 2) - Hotel & Spa Quality - Super Soft, Quick Drying & Absorbent Towels for Bathroom, Guest Room, Shower, Beach, Bath, Pool, Gym & Yoga - Coral","Home Decor, Kitchen, & Other",32.99,1970-01-01,1970-01-01,32.99,Was Price,32.99,Yes,0.0,2039973,ALWAYS_TWO_DAY,1.85,Walmart Fulfilled,no restrictions,Turkish Towels,"[""Home Page"",""Home"",""Bath"",""Bath Towels"",""Turkish Towels""]",HALLEY,2023-09-18,2049-12-27,2023-09-22,0,0.0,32.99,0.0,13.196000000000002
489,031146852598-C-P-L1-18.99,"Nongshim Bowl Noodle Hot & Spicy Beef Ramyun Ramen Noodle Soup Bowl, 3.03oz X 18 Count",Food & Beverage,30.1,1970-01-01,1970-01-01,35.95,Was Price,35.95,Yes,63.15,2038305,NETWORK_GEO,11.0,Seller Fulfilled,no restrictions,Ready to heat soup,"[""Home Page"",""Food"",""Pantry"",""Soup"",""Ready to heat soup""]",Nongshim,2023-11-24,2049-12-31,2016-03-29,916,4.7,32.77,0.0,12.040000000000001
490,045908142056-C-P-L1-54.99,Farberware 10-piece Forged German Steel Cutlery Set,"Home Decor, Kitchen, & Other",61.9,1970-01-01,1970-01-01,67.99,Was Price,58.99,Yes,0.0,2038710,ALWAYS_TWO_DAY,6.0,Walmart Fulfilled,no restrictions,Shop All Cutlery,"[""Home Page"",""Home"",""Kitchen & Dining"",""Cutlery"",""Shop All Cutlery""]",Farberware,2023-08-05,2049-12-31,2023-05-10,0,0.0,0.0,0.0,24.76
491,073187420602-C-P-L2-164.99,"HTH 42014 Super 3-inch Chlorinating Tablets Swimming Pool Chlorine, 35 lbs",Garden & Patio,248.98,1970-01-01,1970-01-01,219.99,Was Price,219.99,Yes,0.0,2038710,NETWORK_GEO,35.0,Seller Fulfilled,no restrictions,All Pool Cleaning,"[""Home Page"",""Patio & Garden"",""Swimming Pools & Spas"",""Pool Supplies"",""Pool Cleaning Tools"",""All Pool Cleaning""]",HTH,2023-05-04,2049-12-31,2021-12-18,1,5.0,239.99,0.0,99.592
492,8681636295019-TR-F-L1-2X,"Hair Brush Cleaner Tool (100 Count) – Hair Brush Liner for Detangling Combs, Pet Hair Brushes – Reusable Brush Hair Remover Net Comb Protection Net to Keep Brush Clean - Fits All Hairbrushes","Beauty, Personal Care, & Hygiene",22.99,1970-01-01,1970-01-01,22.97,Was Price,22.99,Yes,0.0,2038710,ALWAYS_TWO_DAY,0.3,Walmart Fulfilled,no restrictions,Hair Brush Cleaner,"[""Home Page"",""Beauty"",""Hair Care"",""Hair Styling Tools"",""Hair Brushes & Combs"",""Hair Brush Cleaner""]",Hairless Brush,2022-08-03,2049-12-30,2022-08-04,0,0.0,22.99,0.0,9.196
493,885837013078-S-P-L1-29.98,"GreenPan Paris Pro Healthy Ceramic Non-Stick 2-Piece Open Frypan Set, 10"" and 12""","Home Decor, Kitchen, & Other",77.9,1970-01-01,1970-01-01,99.94,List Price,77.9,Yes,99.99,2038710,ALWAYS_TWO_DAY,3.2,Walmart Fulfilled,"CO,CA",Frying Pans & Skillets,"[""Home Page"",""Home"",""Kitchen & Dining"",""Pots & Pans"",""Frying Pans & Skillets""]",GreenPan,2023-12-27,2049-12-30,2017-10-16,30,4.8,77.9,0.0,31.160000000000004
494,jumbojumble-healthy-Set,JUMBO JUMBLE Healthy Snack Box for Valentine (25 count) Nutritious Variety Pack Granola Bars Care Package Ideal for School College Student,Food & Beverage,24.99,1970-01-01,1970-01-01,24.99,Was Price,24.99,Yes,40.0,2048880,ALWAYS_TWO_DAY,2.3,Walmart Fulfilled,no restrictions,All Chips,"[""Home Page"",""Food"",""Snacks, Cookies & Chips"",""Chips"",""All Chips""]",Jumbo Jumble,2022-11-10,2033-12-27,2022-11-20,0,0.0,25.2,0.0,9.996
495,orient-essential-oil,"Orient Therapy Lavender Essential Oil – 100% Pure Essential Oil for Aromatherapy Diffuser, Stress Relief – Cruelty Free, Undiluted, Non-GMO, Organic Scented Oils, Perfect Gift, 0.34 fl. oz.",Health & Beauty Electronics,6.19,1970-01-01,1970-01-01,6.19,Was Price,5.99,Yes,0.0,2038710,ALWAYS_TWO_DAY,0.015,WFS Eligible,no restrictions,Spa & Relaxation,"[""Home Page"",""Health and Medicine"",""Massage"",""Spa & Relaxation""]",ORIENT THERAPY,2022-12-24,2049-12-26,2022-12-30,5,5.0,5.99,0.0,2.4760000000000004
496,034000312450-S-P-L1-7.98,Hersheys Chocolate Syrup - 2/48 Ounce,Food & Beverage,17.9,1970-01-01,1970-01-01,21.87,Was Price,17.9,Yes,28.83,2038305,ALWAYS_TWO_DAY,6.0,WFS Eligible,no restrictions,UNNAV,"[""UNNAV""]",Hershey's,2022-11-17,2049-11-15,2016-04-14,2453,4.9,17.9,0.0,7.16
497,0381672516212-W-P-L2-20.00,"Coleman Propane Fuel, 16 oz, Propane Camping Cylinde 4-Pack",Watercraft,39.18,1970-01-01,1970-01-01,39.5,Was Price,41.99,Yes,63.4,2038710,NETWORK_GEO,1.0,Seller Fulfilled,no restrictions,Camping Stove Fuels,"[""Home Page"",""Sports & Outdoors"",""Outdoor Sports"",""Camping Gear"",""Camp Kitchen"",""Camping Stove Fuels""]",Coleman,2022-03-21,2049-12-29,2022-01-27,70,4.2,20.67,19.21,15.672
498,050000172627-S-P-L2-39.98,"Purina Friskies Pate Wet Cat Food, Variety Pack, 5.5 Ounce (60 Count)",Animal Food,75.99,1970-01-01,1970-01-01,62.99,Was Price,63.2,Yes,106.85,2048966,NETWORK_GEO,21.0,Seller Fulfilled,no restrictions,Purina Cat Food,"[""Home Page"",""Pets"",""Pets Shop By Brand"",""Purina"",""Purina Cat Food""]",Purina,2023-03-02,2049-12-30,2020-02-12,4689,4.6,40.0,-1.0,30.396
499,077290913457-CB-P-L1-10.49,"Pearson's Bite Size Salted Nut Roll, 45 Oz",Food & Beverage,24.38,1970-01-01,1970-01-01,28.99,Was Price,24.37,Yes,0.0,2038362,ALWAYS_TWO_DAY,2.81,WFS Eligible,no restrictions,Nut Bars,"[""Home Page"",""Food"",""Snacks, Cookies & Chips"",""Snack Bars"",""Nut Bars""]",Pearson's,2022-11-21,2049-11-21,2016-07-29,49,4.5,24.38,0.0,9.752
500,085972007936-MD-S-L1-6.99,"Black Flag ZR-7936-L Handheld Fly Zapper, 19.25 Inch",Garden & Patio,18.75,1970-01-01,1970-01-01,15.15,Was Price,13.85,Yes,0.0,2038710,NETWORK_GEO,1.0,Seller Fulfilled,no restrictions,All Pest Control,"[""Home Page"",""Household Essentials"",""Pest Control"",""All Pest Control""]",Black Flag,2023-10-26,2049-12-30,2021-03-10,2,5.0,15.57,0.0,7.5
501,705928122185-C-P-L1-21.49,NeilMed Sinus Rinse - 2 Bottles - 250 Premixed Packets,"Beauty, Personal Care, & Hygiene",36.59,1970-01-01,1970-01-01,39.99,Was Price,35.5,Yes,44.99,2038754,ALWAYS_TWO_DAY,5.0,Walmart Fulfilled,no restrictions,Nasal Congestion,"[""Home Page"",""Health and Medicine"",""Cough Cold and Flu medicine"",""Cold Cough and Flu"",""Nasal Congestion""]",Neilmed,2023-10-27,2049-12-31,2019-12-05,17,4.8,0.0,0.0,14.636000000000003
502,711747011531-CB-F-L1-11.39,"Brownie Brittle Chocolate Chip, Brown, 1 Oz, Pack of 24",Food & Beverage,30.99,1970-01-01,1970-01-01,27.44,Was Price,28.2,Yes,0.0,2038362,NETWORK_GEO,6.0,Seller Fulfilled,no restrictions,Brittle,"[""Home Page"",""Food"",""Candy"",""Brittle, Caramel & Toffee"",""Brittle""]",Brownie Brittle,2023-05-20,2049-12-31,2022-01-07,1,5.0,27.44,0.0,12.396
503,782733000020-C-P-L1-3.87,"Tasty Bite Organic Madras Lentils, Ready to Eat, Microwavable Entree, Vegetarian, 10 oz",Food & Beverage,7.98,1970-01-01,1970-01-01,6.99,Was Price,6.99,Yes,23.94,2038305,ALWAYS_TWO_DAY,1.2,WFS Eligible,no restrictions,Indian foods,"[""Home Page"",""Food"",""Pantry"",""International foods"",""Indian foods""]",Tasty Bite,2023-12-15,2049-12-31,2016-07-06,1433,4.4,4.19,-1.0,3.192
504,810087843410-S-P-L1-39.98,"Chefman Cordless Hand Mixer w/ 7 Speed Settings, Digital Display, LED Charge Indicator - Black, New",Large Appliances,38.99,1970-01-01,1970-01-01,59.97,List Price,33.99,Yes,59.97,2038710,ALWAYS_TWO_DAY,2.0,Walmart Fulfilled,no restrictions,Shop Hand Mixers,"[""Home Page"",""Home"",""Appliances"",""Kitchen Appliances"",""Mixers & Attachments"",""Hand Mixers"",""Shop Hand Mixers""]",Chefman,2023-11-03,2049-12-31,2023-03-30,143,4.6,35.6,-1.0,15.596000000000002
505,817777008265-bstock-strivectin,"StriVectin-AR Advanced Retinol Night Treatment Cream, 33ml","Beauty, Personal Care, & Hygiene",33.0,1970-01-01,1970-01-01,29.97,Was Price,29.5,Yes,139.99,2048134,ALWAYS_TWO_DAY,0.03,WFS Eligible,no restrictions,Premium Skin Care,"[""Home Page"",""Beauty"",""Premium Beauty"",""Premium Skin Care""]",Klein Becker,2024-02-02,2049-12-31,2019-04-03,4,4.5,79.0,0.0,13.200000000000001
506,Halley-Lux-Set4-White,Halley Bath Towel 4 Pieces Set - 100% Turkish Cotton- White,"Home Decor, Kitchen, & Other",16.49,2023-06-20,2023-08-31,10.49,Was Price,16.49,Yes,0.0,2039973,ALWAYS_TWO_DAY,1.85,Walmart Fulfilled,no restrictions,Bath Towels,"[""Home Page"",""Home"",""Bath"",""Bath Towels""]",HALLEY,2021-09-19,2049-12-22,2021-09-28,0,0.0,26.99,0.0,6.596
507,049353455426-W-F-L1-13.97,"Sharp LED Digital Alarm Clock, Swivel Base, Silver Case, Red Display, SPC033D","Home Decor, Kitchen, & Other",32.0,1970-01-01,1970-01-01,13.97,Was Price,13.97,No,12.97,2038710,NETWORK_GEO,3.0,Seller Fulfilled,no restrictions,Shop Alarm Clocks,"[""Home Page"",""Home"",""Decor"",""Clocks"",""Alarm Clocks"",""Shop Alarm Clocks""]",Sharp,2023-07-26,2049-12-31,2016-04-08,21,4.5,12.97,-1.0,12.8
508,054400002003-S-P-L1-8.68,"A1 Steak Sauce, 15 OZ, 2-Pack",Food & Beverage,22.0,1970-01-01,1970-01-01,23.9,Was Price,23.9,Yes,18.97,2038305,ALWAYS_TWO_DAY,1.87,WFS Eligible,no restrictions,Steak Sauces,"[""Home Page"",""Food"",""Pantry"",""Condiments"",""Steak & Seafood Sauces"",""Steak Sauces""]",A1,2024-02-13,2049-12-30,2018-03-24,8,4.0,19.49,0.0,8.8
509,064144282814-S-P-L1-6.48,"ROTEL Original Diced Tomatoes and Green Chilies, 10 oz, (8 Cans)",Food & Beverage,16.9,1970-01-01,1970-01-01,15.8,Was Price,15.8,Yes,26.08,2038305,ALWAYS_TWO_DAY,6.0,WFS Eligible,no restrictions,Personal Preparedness,"[""Home Page"",""Home Improvement"",""Emergency Prep"",""Personal Preparedness""]",RO*TEL,2020-11-10,2041-04-05,2016-04-14,4367,4.9,6.98,-1.0,6.76
510,193968340902-WM-S-11.97,"M.M 3-Pc. Gourmet Kitchen Appliance Set (Red) Realistic Sounds and Lights, Includes Coffee Maker, Mixer and Toaster",Toys,39.97,1970-01-01,1970-01-01,39.99,Was Price,39.98,Yes,19.98,2038710,ALWAYS_TWO_DAY,4.0,WFS Eligible,no restrictions,Toys for All,"[""Home Page"",""Toys"",""Toys for All""]",Generic,2024-02-02,2049-12-31,2023-08-07,0,0.0,0.0,0.0,15.988
511,32-984W-D4BM,3OWL Dual Color Inflatable Lazy Air Bed (Pink/Black),Sport & Recreation Other,22.99,1970-01-01,1970-01-01,22.99,Was Price,22.99,Yes,0.0,2038710,NETWORK_GEO,2.7,Seller Fulfilled,no restrictions,Camping Emergency Preparedness,"[""Home Page"",""Sports & Outdoors"",""Outdoor Sports"",""Camping Gear"",""Camping Emergency Preparedness""]",3OWL,2018-07-31,2049-12-31,2018-07-31,1,1.0,26.99,0.0,9.196
512,840147411686-S-P-L1-99.00,Tonies Paw Patrol Chase Starter Set w/ Everest Tonie & Headphones,Electronics Accessories,139.5,1970-01-01,1970-01-01,139.5,Was Price,108.5,Yes,0.0,2038710,ALWAYS_TWO_DAY,10.0,Walmart Fulfilled,no restrictions,Action Figure Playsets,"[""Home Page"",""Toys"",""Action Figures and Playsets"",""Action Figure Playsets and Vehicles"",""Action Figure Playsets""]",tonies,2023-11-24,2049-12-31,2023-09-28,0,0.0,0.0,0.0,55.800000000000004
513,842655102339-C-WM-139.00,"ION Audio Party Boom FX Portable Bluetooth Speaker with LED Lighting, Black, iPA101A",Electronics Other,171.99,1970-01-01,1970-01-01,179.0,List Price,105.0,Yes,179.0,2038710,NETWORK_GEO,23.0,Walmart Fulfilled,no restrictions,Portable Wireless & Bluetooth Speakers,"[""Home Page"",""Electronics"",""Audio"",""Portable Audio"",""Portable Wireless & Bluetooth Speakers""]",iON,2023-12-18,2049-12-31,2019-12-12,213,4.5,137.99,0.0,68.796
514,8803217017562-C-P-L1-21.89,VONBEE HONEY CITRON & GINGER TEA 4.4 Lb - SET OF 2,Garden & Patio,62.01,1970-01-01,1970-01-01,58.95,Was Price,51.95,Yes,0.0,2040216,ALWAYS_TWO_DAY,9.0,WFS Eligible,no restrictions,Ginger Tea,"[""Home Page"",""Food"",""Beverages"",""Tea"",""Ginger Tea""]",Vonbee,2023-01-03,2049-12-31,2022-05-12,1,5.0,45.97,0.0,24.804000000000002
515,885395101903-C-WM-15.00,"ThermoFlask 24oz Stainless Steel Insulated Water Bottles, 2-pack (White and Coral)","Home Decor, Kitchen, & Other",30.75,1970-01-01,1970-01-01,32.89,Was Price,32.89,Yes,0.0,3001197,ALWAYS_TWO_DAY,1.5,Walmart Fulfilled,no restrictions,Stainless Steel Water Bottles,"[""Home Page"",""Home"",""Kitchen & Dining"",""Dining & Entertaining"",""Travel Drinkware"",""Water Bottles"",""Water Bottles by Material"",""Stainless Steel Water Bottles""]",ThermoFlask,2024-01-16,2049-12-30,2023-10-27,2,5.0,20.26,0.0,12.3
516,012655037898-S-P-L1-39.98,"Nautica Portable Beach Chair, Double Cup Holder, Padded Straps (Basic Rainbow)",Garden & Patio,88.99,1970-01-01,1970-01-01,29.0,Was Price,29.0,No,39.98,2038710,NETWORK_GEO,8.0,Seller Fulfilled,no restrictions,Shop All Metal Patio Furniture,"[""Home Page"",""Patio & Garden"",""Patio Furniture"",""Shop Patio Furniture by Material"",""Metal Patio Furniture"",""Shop All Metal Patio Furniture""]",Nautica,2023-05-25,2049-12-31,2023-03-01,149,4.3,54.99,-1.0,35.596
517,016000477278-C-P-L1-11.49,"Mott's Fruit Flavored Snacks, Assorted Fruit, Pouches, 0.8 oz, 90 ct","Home Decor, Kitchen, & Other",19.98,1970-01-01,1970-01-01,19.99,Was Price,17.05,Yes,31.27,2049620,ALWAYS_TWO_DAY,2.0,WFS Eligible,no restrictions,Mott's Fruit Snacks,"[""Home Page"",""Food"",""Snacks, Cookies & Chips"",""Fruit Snacks"",""Shop by Fruit Snacks Brand"",""Mott's Fruit Snacks""]",Mott's,2023-12-04,2049-12-31,2016-06-10,4749,4.8,9.3,0.0,7.992000000000001
518,021795081814-S-P-L1-9.98,Fannie May Peanut Butter Pretzel (22 Ounce),"Home Decor, Kitchen, & Other",28.98,1970-01-01,1970-01-01,19.89,Was Price,19.03,Yes,34.61,2040210,NETWORK_GEO,2.06,Seller Fulfilled,no restrictions,Peanut Butter Pretzels,"[""Home Page"",""Food"",""Snacks, Cookies & Chips"",""Pretzels"",""Peanut Butter Pretzels""]",Fannie May,2021-09-23,2049-12-29,2021-02-25,197,4.5,31.0,-1.0,11.592
519,051000146564-CB-P-L1-10.99,"V8 Splash Berry Blend, Tropical Blend and Strawberry Kiwi Juice Drink, 16 Fl oz (Variety Pack of 12)",Food & Beverage,35.9,1970-01-01,1970-01-01,29.99,Was Price,29.28,Yes,0.0,2044491,ALWAYS_TWO_DAY,12.0,WFS Eligible,no restrictions,Kids & Multipack Juices,"[""Home Page"",""Food"",""Beverages"",""Juices"",""Kids & Multipack Juices""]",V8,2022-05-09,2049-02-06,2016-05-17,8,4.5,28.35,0.0,14.36
520,051000168948-C-W-H1-3.98,"Campbell's Condensed Cream of Mushroom Soup, 10.5 Ounce Cans (Pack of 8)","Home Decor, Kitchen, & Other",21.0,1970-01-01,1970-01-01,18.44,Was Price,15.44,Yes,37.84,2038305,ALWAYS_TWO_DAY,6.0,WFS Eligible,no restrictions,Condensed soup,"[""Home Page"",""Food"",""Pantry"",""Soup"",""Condensed soup""]",Campbell's,2023-09-22,2049-12-31,2022-07-19,2009,4.8,8.0,0.0,8.4
521,074312013201-C-WM-39.99,"Nature's Bounty Optimal Solutions Hair Growth, 90 Capsules",Medicine & Supplements,49.9,1970-01-01,1970-01-01,57.38,Was Price,48.88,Yes,59.99,2038318,ALWAYS_TWO_DAY,0.5,WFS Eligible,no restrictions,Nature's Bounty,"[""Home Page"",""Health and Medicine"",""Vitamins and Supplements"",""Nature's Bounty""]",Nature's Bounty,2024-03-18,2049-12-31,2023-08-01,468,4.2,43.09,0.0,19.96
522,088231412687-C-P-L1-8.79,1 PACK |  Cello Whisps All Natural Non-GMO Gluten Free Parmesan Cheese Crisps - 9.5 oz,Food & Beverage,15.9,1970-01-01,1970-01-01,15.9,Was Price,15.9,Yes,0.0,2040210,ALWAYS_TWO_DAY,0.6,WFS Eligible,no restrictions,Party Snacks,"[""Home Page"",""Food"",""Snacks, Cookies & Chips"",""Chips"",""Party Snacks""]",Assortit,2022-12-19,2049-12-30,2020-07-09,4,3.0,16.4,0.0,6.36
523,191566929291-WM-BS-1.20,"Shea Moisture Curl Enhancing Smoothie, Coconut & Hibiscus 12 oz (Pack of 2)","Beauty, Personal Care, & Hygiene",21.99,1970-01-01,1970-01-01,23.86,List Price,21.99,Yes,23.86,2048134,ALWAYS_TWO_DAY,3.0,WFS Eligible,no restrictions,Shea Moisture Styling Products,"[""Home Page"",""Beauty"",""Hair Care"",""Hair Styling Products"",""Shea Moisture Styling Products""]",SheaMoisture,2024-02-06,2049-12-31,2017-03-26,330,4.0,21.99,0.0,8.796
524,810022916957-LQ-P-L1-9.00,"The Honest Company Bubble Bath, Truly Calming Lavender, 17 Fluid Ounce (2 Pack)","Beauty, Personal Care, & Hygiene",33.69,1970-01-01,1970-01-01,33.69,Was Price,33.99,Yes,35.43,2048134,ALWAYS_TWO_DAY,2.73,Walmart Fulfilled,no restrictions,Bubble Baths,"[""Home Page"",""Personal Care"",""Bath & Body"",""Bath & Shower"",""Bubble Baths""]",The Honest Company,2022-06-02,2049-12-29,2021-09-03,1,5.0,23.18,0.0,13.475999999999999
525,817387021067-S-W-L1-19.98,"Bentgo Fresh – Leak-Proof, Versatile 4-Compartment Bento-Style Lunch Box with Removable Divider, Portion-Controlled Meals for Teens and Adults On-The-Go – BPA-Free, Food-Safe Materials (Gray)","Home Decor, Kitchen, & Other",28.99,1970-01-01,1970-01-01,24.99,Was Price,28.99,Yes,39.99,2038710,ALWAYS_TWO_DAY,9.2,Walmart Fulfilled,no restrictions,Lunch Boxes & Bags,"[""Home Page"",""Home"",""Kitchen & Dining"",""Kitchen Storage & Organization"",""Lunch Boxes & Bags""]",Bentgo,2023-08-03,2049-12-31,2020-09-17,164,4.7,28.99,0.0,11.596
526,Halley-Lux-Washcloth6-Gray,"HALLEY 100% Turkish Cotton Washcloths for Body, Face, Bathroom, Hotel, Spa & Kitchen - Super Soft & Highly Absorbent Fingertip Towels - Luxury Wash Cloths (Pack of 6 - Grey)","Home Decor, Kitchen, & Other",15.49,1970-01-01,1970-01-01,15.49,Was Price,15.49,Yes,0.0,2039973,ALWAYS_TWO_DAY,0.7,WFS Eligible,no restrictions,Fingertip Towels,"[""Home Page"",""Home"",""Bath"",""Bath Towels"",""Fingertip Towels""]",HALLEY,2023-09-18,2049-12-27,2023-09-22,0,0.0,0.0,0.0,6.196000000000001
