,SKU,Product_Name,Product_Category,Price,Promo_Start_Date,Promo_End_Date,Comparison_Price,Comparison_Price_Type,Buy_Box_Item_Price,Buy_Box_Eligible,MSRP,Product_Tax_Code,Ship_Methods,Shipping_Weight,Fulfillment_Type,WFS_Sales_Restriction,Shelf_Name,Primary_Category_Path,Brand,Offer_Start_Date,Offer_End_Date,Item_Creation_Date,Reviews_Count,Average_Rating,Competitor_Price,Competitor_Ship_Price,Cost
306,O5-C09U-R3Z7,"3OWL Camping Pad for Hiking, Camping, Exercising and Outdoors - Blue",Sport & Recreation Other,24.99,1970-01-01,1970-01-01,24.99,Was Price,24.99,Yes,22.99,2038710,NETWORK_GEO,1.0,Seller Fulfilled,no restrictions,Self-inflating Sleeping Pads,"[""Home Page"",""Sports & Outdoors"",""Outdoor Sports"",""Camping Gear"",""Air Mattresses & Sleeping Accessories"",""Sleeping Pads & Mats"",""Self-inflating Sleeping Pads""]",3OWL,2021-01-13,2049-12-30,2018-08-27,0,4.5,24.99,0.0,9.996
307,622356574068-C-P-L-189.99,"Ninja FG551 Foodi Smart XL 6-in-1 Indoor Grill with 4-Quart Air Fryer Roast Bake Dehydrate Broil and Leave-in Thermometer, with Extra Large Capacity, and a stainless steel Finish",Electronics Other,249.9,1970-01-01,1970-01-01,299.99,List Price,256.99,Yes,279.99,2038710,ALWAYS_TWO_DAY,20.0,WFS Eligible,no restrictions,Indoor Grills,"[""Home Page"",""Home"",""Appliances"",""Kitchen Appliances"",""Electric Grills & Skillets"",""Indoor Grills""]",Ninja,2023-01-17,2049-12-31,2020-09-11,474,4.3,259.99,0.0,99.96000000000001
308,811464959984-C-P-L1-22-99,Benefiber Fiber Supplement - 190 Servings,Medicine & Supplements,32.9,1970-01-01,1970-01-01,32.8,Was Price,31.8,Yes,59.99,2038753,ALWAYS_TWO_DAY,1.6,WFS Eligible,no restrictions,Fiber Powder,"[""Home Page"",""Health and Medicine"",""Digestive Health"",""Fiber Supplements"",""Fiber Powder""]",Benefiber,2023-12-26,2049-12-30,2016-08-20,37,4.6,22.98,0.0,13.16
309,016500557647-C-P-L-31.98,"Citracal - Calcium Citrate with Vitamin D3 - 2 Bottles, 280 Caplets Each",Medicine & Supplements,38.99,1970-01-01,1970-01-01,42.03,Was Price,45.5,Yes,0.0,2038318,ALWAYS_TWO_DAY,3.0,Seller Fulfilled,no restrictions,Citracal,"[""Home Page"",""Health and Medicine"",""Vitamins and Supplements"",""Minerals"",""Citracal""]",Citracal,2023-01-17,2048-09-13,2023-01-06,1,1.0,41.99,0.0,15.596000000000002
310,041911028417-CB-F-L1-5.98,"Sprayway Stainless Steel Aerosol Spray Metal Polishes, 15 Ounce, 2 Pack","Home Decor, Kitchen, & Other",21.95,1970-01-01,1970-01-01,14.39,Was Price,20.95,Yes,0.0,2038710,NETWORK_GEO,1.0,Seller Fulfilled,no restrictions,Stainless Steel Cleaners,"[""Home Page"",""Household Essentials"",""Cleaning Supplies"",""Kitchen Cleaners"",""Stainless Steel Cleaners""]",Sprayway,2024-01-16,2049-12-31,2020-11-27,5,4.2,9.48,0.0,8.78
311,071720330159-CB-P-L3-15.99,"Junior Mints, 1.84-Ounce Boxes (Pack of 24)",Food & Beverage,55.0,1970-01-01,1970-01-01,35.64,Was Price,35.17,No,32.95,2038362,NETWORK_GEO,3.0,Seller Fulfilled,no restrictions,Shop All Mints,"[""Home Page"",""Food"",""Candy"",""Mints"",""Shop All Mints""]",Junior Mints,2022-09-17,2041-08-25,2016-09-20,0,3.9,39.15,0.0,22.0
312,0850040682281-bstock-6.6,"Australian Botanical Soap, Goats Milk with Shea Butter Pure Plant Oil Soap, 8 Bars - 6.8oz each","Beauty, Personal Care, & Hygiene",37.95,1970-01-01,1970-01-01,37.99,Was Price,37.99,Yes,79.99,2048134,ALWAYS_TWO_DAY,1.0,WFS Eligible,no restrictions,Bar Soap,"[""Home Page"",""Personal Care"",""Bath & Body"",""Bath & Shower"",""Bar Soap""]",Australian Botanical Soap,2023-11-27,2049-12-31,2023-10-06,4,5.0,23.0,0.0,15.180000000000001
313,622356557535-C-WM-129.98,Ninja Specialty Fold-Away Frother (CM401) Coffee Maker,Electronics Other,177.9,1970-01-01,1970-01-01,169.99,List Price,177.9,Yes,169.99,2038710,ALWAYS_TWO_DAY,10.0,Walmart Fulfilled,no restrictions,Ninja Coffee Makers,"[""Home Page"",""Home"",""Appliances"",""Kitchen Appliances"",""Coffee Shop"",""Ninja Coffee Makers""]",Ninja,2023-12-01,2049-12-31,2019-05-03,646,4.2,118.99,0.0,71.16000000000001
314,6Q-CQI5-7EG8,"3OWL Sleeping Waterproof Bag for Kids 3-Season Ideal for Camping, Hiking, and Traveling (Blue)",Sport & Recreation Other,24.99,1970-01-01,1970-01-01,24.99,Was Price,24.99,Yes,0.0,3001200,NETWORK_GEO,1.5,Seller Fulfilled,no restrictions,Boys' Sleeping Bags,"[""Home Page"",""Sports & Outdoors"",""Outdoor Sports"",""Camping Gear"",""Sleeping Bags"",""Kids' Sleeping Bags"",""Boys' Sleeping Bags""]",3OWL,2020-11-10,2049-12-31,2021-07-06,0,0.0,28.99,0.0,9.996
315,836093100033-C-W-H1-17.49,"IZZE Sparkling Lemonade Beverage, Variety Pack, 8.4 Ounce (24 Count)",Food & Beverage,34.99,1970-01-01,1970-01-01,50.55,List Price,23.99,Yes,50.55,2044491,ALWAYS_TWO_DAY,15.0,WFS Eligible,no restrictions,Capri Sun,"[""Home Page"",""Food"",""Beverages"",""Juices"",""Capri Sun""]",IZZE,2023-09-26,2049-12-31,2020-08-28,905,4.5,36.99,0.0,13.996000000000002
316,Halley-Hera-Washcloth10-Cream,"HALLEY Turkish Washcloths Set - 10 Pieces Washcloths Set, Ultra Soft, Machine Washable, Highly Absorbent, 100% Cotton - Cream","Home Decor, Kitchen, & Other",17.99,1970-01-01,1970-01-01,17.99,Was Price,17.99,Yes,0.0,2039973,ALWAYS_TWO_DAY,0.95,Walmart Fulfilled,no restrictions,UNNAV,"[""UNNAV""]",HALLEY,2023-09-08,2049-12-24,2023-09-18,0,0.0,17.99,0.0,7.196
317,W5-CRXA-GA3G,"HALLEY Luxury Bathrobe for Women & Men, Shawl Collar Spa Bath Robes Terry Cotton Ultra Soft Shower Robe with Pockets - Grey (S)","Beauty, Personal Care, & Hygiene",33.99,1970-01-01,1970-01-01,39.99,Was Price,33.99,Yes,0.0,2038356,ALWAYS_TWO_DAY,2.6,Walmart Fulfilled,no restrictions,UNNAV,"[""UNNAV""]",HALLEY,2020-11-12,2049-12-25,2021-04-09,0,0.0,33.99,0.0,13.596000000000002
318,075020103338-C-G-L1-49.99,Philips Norelco Multigroom 9000 Prestige All-in-One Trimmer,"Beauty, Personal Care, & Hygiene",75.99,1970-01-01,1970-01-01,60.1,Was Price,59.99,Yes,0.0,2038710,ALWAYS_TWO_DAY,2.0,WFS Eligible,no restrictions,All Trimmers & Groomers,"[""Home Page"",""Personal Care"",""Shaving"",""Trimmers"",""All Trimmers & Groomers""]",Philips,2023-08-05,2049-12-31,2022-10-05,324,4.6,81.31,0.0,30.396
319,086279202192-C-P-L1-49.97,Cuisinart Brew Central 14-Cup Programmable Coffee Maker,"Home Decor, Kitchen, & Other",89.98,1970-01-01,1970-01-01,157.13,Was Price,155.0,Yes,141.82,2038710,ALWAYS_TWO_DAY,8.0,WFS Eligible,no restrictions,Cuisinart Coffee Makers,"[""Home Page"",""Home"",""Appliances"",""Kitchen Appliances"",""Coffee Shop"",""Cuisinart Coffee Makers""]",Cuisinart,2023-07-17,2049-12-31,2022-01-18,1480,4.5,59.99,0.0,35.992000000000004
320,814632014782-C-F-L1-79.97,CAT 1200 Peak AMP Digital Jump Starter,Vehicle Parts & Accessories,118.99,1970-01-01,1970-01-01,136.71,Was Price,117.29,Yes,208.82,2038710,ALWAYS_TWO_DAY,10.0,WFS Eligible,no restrictions,Battery Jump Box,"[""Home Page"",""Auto & Tires"",""Automotive Tools & Equipment"",""Car Battery Chargers and Jump Starters"",""Car Jump Starters"",""Battery Jump Box""]",CAT,2023-06-28,2049-12-31,2021-09-20,9,3.9,128.8,0.0,47.596000000000004
321,851702007565-C-P-L1-21.99,"(6 Pack) Kettle & Fire Gluten-Free Classic Beef Bone Broth, 16.9 Oz Box",Food & Beverage,55.95,1970-01-01,1970-01-01,56.71,Was Price,55.95,No,0.0,2038305,NETWORK_GEO,6.69,Seller Fulfilled,no restrictions,"Broth, stocks & bouillon","[""Home Page"",""Food"",""Pantry"",""Soup"",""Broth, stocks & bouillon""]",Kettle & Fire,2024-02-09,2049-12-31,2021-11-01,0,0.0,38.48,0.0,22.380000000000003
322,8681636295019-TR-F-L1-0.20,"Hair Brush Cleaner Tool (3 Count) – Hair Brush Liner for Detangling Combs, Pet Hair Brushes – Reusable Brush Hair Remover Net Comb Protection Net to Keep Brush Clean - Fits All Hairbrushes","Beauty, Personal Care, & Hygiene",5.65,1970-01-01,1970-01-01,5.44,Was Price,5.65,Yes,0.0,2038710,ALWAYS_TWO_DAY,0.1,Walmart Fulfilled,no restrictions,Hair Brush Cleaner,"[""Home Page"",""Beauty"",""Hair Care"",""Hair Styling Tools"",""Hair Brushes & Combs"",""Hair Brush Cleaner""]",Hairless Brush,2020-11-15,2049-12-28,2020-11-18,14,4.2,5.65,0.0,2.2600000000000002
323,VW-U0YJ-VWQM,"HALLEY Turkish Bath Towels Set - 4 Piece Bathroom Set, Ultra Soft, Machine Washable, Highly Absorbent, 100% Cotton - Luxury Spa Quality - Gray","Home Decor, Kitchen, & Other",18.99,1970-01-01,1970-01-01,22.99,Was Price,18.99,Yes,0.0,2039973,ALWAYS_TWO_DAY,1.9,Walmart Fulfilled,no restrictions,Bath Towels,"[""Home Page"",""Home"",""Bath"",""Bath Towels""]",HALLEY,2021-01-14,2049-12-25,2021-01-29,2,5.0,21.67,0.0,7.596
324,047701003466-bstock-dentek,"DenTek Floss Picks & Travel Case for On-the-Go, 4 Travel Cases with 6 Floss Picks Each",Medicine & Supplements,7.4,1970-01-01,1970-01-01,7.35,Was Price,7.35,Yes,1.98,2038734,ALWAYS_TWO_DAY,0.15,WFS Eligible,no restrictions,All Dental Floss,"[""Home Page"",""Personal Care"",""Oral Care"",""Dental Floss"",""All Dental Floss""]",DenTek,2024-01-03,2049-12-30,2016-04-24,6,4.5,5.03,0.0,2.9600000000000004
325,096619522965-C-P-L1-22.99,"Kirkland Signature Chicken & Rice Flavor Dry Cat Food, 25 lb. Bag",Animal Food,56.99,1970-01-01,1970-01-01,50.18,Was Price,50.18,Yes,81.47,2048966,NETWORK_GEO,25.0,Seller Fulfilled,no restrictions,Dry Cat Food,"[""Home Page"",""Pets"",""Cats"",""Cat Food"",""Dry Cat Food""]",Kirkland Signature,2022-05-04,2049-12-30,2016-11-30,13,4.4,47.76,-1.0,22.796000000000003
326,009800120499-C-P-L1-15.79,"Ferrero Rocher Fine Hazelnut Chocolates, 21.2 Oz, 48 Count",Food & Beverage,23.39,1970-01-01,1970-01-01,29.99,Was Price,29.99,Yes,19.99,2049688,ALWAYS_TWO_DAY,3.0,WFS Eligible,no restrictions,Premium Chocolate,"[""Home Page"",""Food"",""Candy"",""Chocolate"",""Premium Chocolate""]",Ferrero Rocher,2023-09-21,2049-12-31,2019-04-16,11,4.4,14.94,0.0,9.356
327,017082877741-C-P-L1-7.71,"Jack Link’s Beef Jerky Pounder Size, Teriyaki, 16oz","Home Decor, Kitchen, & Other",16.99,1970-01-01,1970-01-01,28.0,Was Price,28.0,Yes,24.99,2049717,ALWAYS_TWO_DAY,2.0,WFS Eligible,no restrictions,Teriyaki Jerky,"[""Home Page"",""Food"",""Snacks, Cookies & Chips"",""Beef Jerky and Dried Meats"",""Teriyaki Jerky""]",Jack Link's,2023-07-24,2049-12-31,2016-04-07,1655,4.6,20.48,-1.0,6.795999999999999
328,070662196816-C-P-L1-16.99,"Nissin Hot & Spicy Noodle Bowl, 3.32 oz., 18-count",Food & Beverage,36.36,1970-01-01,1970-01-01,36.36,Was Price,36.36,Yes,0.0,2038305,ALWAYS_TWO_DAY,3.3,Walmart Fulfilled,no restrictions,Ready to heat soup,"[""Home Page"",""Food"",""Pantry"",""Soup"",""Ready to heat soup""]",Nissin,2023-12-04,2049-12-31,2021-07-23,402,4.5,23.22,0.0,14.544
329,074312008139,"Nature's Bounty Ultra Strength Probiotic 10, 70 Capsules",Medicine & Supplements,29.63,1970-01-01,1970-01-01,29.76,Was Price,29.37,Yes,59.99,2038318,ALWAYS_TWO_DAY,4.0,WFS Eligible,no restrictions,Natures Bounty Probiotics,"[""Home Page"",""Health and Medicine"",""Digestive Health"",""Probiotics"",""Natures Bounty Probiotics""]",Nature's Bounty,2023-11-03,2049-12-31,2021-01-23,55,4.8,29.84,0.0,11.852
330,080958388399-C-P-L3-39.99,Tommy Bahama Backpack Cooler Chair with Storage Pouch and Towel Bar,Furniture,79.99,1970-01-01,1970-01-01,81.48,Was Price,79.99,Yes,0.0,2038710,NETWORK_GEO,7.0,Seller Fulfilled,no restrictions,Shop All Patio Furniture,"[""Home Page"",""Patio & Garden"",""Patio Furniture"",""Shop All Patio Furniture""]",Tommy Bahama,2024-03-11,2049-12-31,2019-01-04,0,0.0,79.99,0.0,31.996
331,086216117947-S-P-L1-43.44,"Falcon Dust-Off Compressed Gas Duster (10 oz., 12 Pack)",Office,74.99,1970-01-01,1970-01-01,67.49,Was Price,73.99,Yes,0.0,2038710,NETWORK_GEO,10.0,Seller Fulfilled,no restrictions,Computer Cleaners,"[""Home Page"",""Office Supplies"",""Office Technology"",""Computer Cleaners""]",Dust-Off,2022-09-20,2049-12-31,2019-08-11,13,4.7,73.99,0.0,29.996
332,14100074809-S-WM-L1-8.68,"Pepperidge Farm Herb Seasoned Classic Stuffing, 16 oz. Bags, 3-Pack Box","Home Decor, Kitchen, & Other",17.99,1970-01-01,1970-01-01,19.19,Was Price,17.99,Yes,32.58,2038305,ALWAYS_TWO_DAY,3.0,Walmart Fulfilled,no restrictions,Shop all stuffing,"[""Home Page"",""Food"",""Pantry"",""Packaged meals & Side dishes"",""Stuffing"",""Shop all stuffing""]",Peperidge,2024-01-17,2049-12-31,2016-05-10,768,4.7,14.98,0.0,7.196
333,685442615489-S-P-L1-7.49,"Storex Portable File Tote with Locking Handles, Letter/Legal Files, 18.5"" x 14.25"" x 10.88"", Clear/Silver","Home Decor, Kitchen, & Other",41.99,1970-01-01,1970-01-01,41.32,Was Price,34.0,Yes,0.0,2038710,NETWORK_GEO,1.61,Seller Fulfilled,no restrictions,Shop All Office Supplies,"[""Home Page"",""Office Supplies"",""Shop All Office Supplies""]",Storex,2024-02-09,2049-12-31,2022-08-11,0,0.0,31.52,0.0,16.796000000000003
334,780993612144-C-P-L1-6.89,Famous Dave's® Corn Bread Mix 4-15 oz. Pouches,Food & Beverage,21.35,1970-01-01,1970-01-01,22.9,Was Price,21.35,Yes,10.83,2038305,ALWAYS_TWO_DAY,4.25,Walmart Fulfilled,no restrictions,Baking Kits,"[""Home Page"",""Food"",""Baking"",""Easy to Make"",""Baking Kits""]",Famous Dave's,2018-06-13,2032-09-07,2017-08-09,297,4.7,16.79,0.0,8.540000000000001
335,Halley-Hairtowel-Grey3,"HALLEY Cotton Hair Towel Wrap – 3 Packs Super Absorbent, Anti Frizz Fast Drying Hair Towel for Curly Long Thick Hair – Hair Turbans for Wet Hair with Button – Hair Plopping Towel (Grey)","Home Decor, Kitchen, & Other",12.5,1970-01-01,1970-01-01,12.5,Was Price,12.5,Yes,0.0,2039973,ALWAYS_TWO_DAY,0.62,Walmart Fulfilled,no restrictions,Hair Towels,"[""Home Page"",""Home"",""Bath"",""Bath Towels"",""Hair Towels""]",HALLEY,2023-11-05,2049-12-24,2023-11-12,0,0.0,0.0,0.0,5.0
336,jumbojumble-halloween,"JUMBO JUMBLE Halloween Snack Box Care Package (45 Count) for College Students, Military, and School Lunch  Bulk Snack Variety Gift Box with Chips, Candy, Cookies,Gummies, Pretzels, and Cheeseballs",Food & Beverage,23.99,1970-01-01,1970-01-01,27.5,Was Price,23.99,Yes,0.0,2038710,ALWAYS_TWO_DAY,1.0,Walmart Fulfilled,no restrictions,All Kids Lunches & Snacks,"[""Home Page"",""Food"",""Deli"",""Kids Lunches & Snacks"",""All Kids Lunches & Snacks""]",Jumbo Jumble,2023-08-05,2049-12-31,2023-08-08,1,1.0,27.5,0.0,9.596
337,080958388399-C-P-L9-79.98,2 Pack Tommy Bahama Backpack Beach Chair with Cooler Storage Pouch and Towel Bar (Orange &Blue),Garden & Patio,123.99,1970-01-01,1970-01-01,109.98,Was Price,109.85,Yes,0.0,2038710,NETWORK_GEO,14.0,Seller Fulfilled,no restrictions,Shop All Beach Chairs,"[""Home Page"",""Patio & Garden"",""Patio Furniture"",""Outdoor Seating"",""Beach Chairs"",""Shop All Beach Chairs""]",Tommy Bahama,2024-03-08,2029-01-29,2021-12-27,0,0.0,79.99,0.0,49.596000000000004
338,745883682249-bstock-belkin,"Belkin F2CU021BT04-BLK MIXIT? Metallic Micro USB to USB Cable, 4 Feet",Electronics Cables,18.69,1970-01-01,1970-01-01,20.88,Was Price,18.69,Yes,17.99,2039994,ALWAYS_TWO_DAY,0.5,Walmart Fulfilled,no restrictions,All Phone Cables,"[""Home Page"",""Cell Phones"",""Cell Phone Accessories"",""Power & cables"",""Phone Cables"",""All Phone Cables""]",Belkin,2023-12-25,2049-12-30,2016-04-30,7,2.4,27.47,0.0,7.476000000000001
339,859606006776-CB-L1-8.79 - 5683,"Paradise Green Dried Ginger Chunks, Uncrystallized | Vegan | Plant Based | Non-GMO, 32 oz",Food & Beverage,18.9,1970-01-01,1970-01-01,17.99,List Price,15.33,Yes,1.0,2038710,ALWAYS_TWO_DAY,2.1,WFS Eligible,no restrictions,All Fruit Types,"[""Home Page"",""Food"",""Snacks, Cookies & Chips"",""Dried Fruits"",""Shop by Fruit Type"",""All Fruit Types""]",Paradise Green,2021-07-16,2022-05-24,2021-08-24,3,5.0,18.99,0.0,7.56
340,ZP-LPBJ-168N,"Buddypa Fine Cotton Blend Fun Patterned Unisex Crew Socks (4.5-7.5, Style 03)","Home Decor, Kitchen, & Other",19.99,1970-01-01,1970-01-01,19.99,Was Price,19.99,Yes,0.0,2038356,NETWORK_GEO,0.27,Seller Fulfilled,no restrictions,Socks,"[""Home Page"",""Clothing"",""Socks""]",HYGGE,2020-11-25,2049-12-31,2021-05-10,0,0.0,0.0,0.0,7.9959999999999996
341,010343978379-S-P-L1-99.87,"Epson WorkForce WF-2930 Wireless All-in-One Printer with Scan, Copy, Fax, Auto Document Feeder, Automatic 2-Sided Printing and 1.4"" Color Display","Printers, Scanners, & Imaging",99.99,1970-01-01,1970-01-01,109.99,List Price,89.99,Yes,109.99,2039991,ALWAYS_TWO_DAY,15.0,WFS Eligible,no restrictions,For planet Electronics,"[""Home Page"",""Shop with Purpose"",""Built for Better"",""For Planet"",""For planet Electronics""]",Epson,2023-10-04,2049-12-31,2022-12-31,353,3.9,89.95,0.0,39.996
342,044000061487-S-P-L1-11.28,Mini Oreo Sandwich Cookies Variety Pack (30 ct. 1.5 oz.),Food & Beverage,22.95,1970-01-01,1970-01-01,21.53,Was Price,20.56,Yes,41.38,2050078,ALWAYS_TWO_DAY,3.0,WFS Eligible,no restrictions,Shop All Cookies,"[""Home Page"",""Food"",""Snacks, Cookies & Chips"",""Cookies"",""Shop All Cookies""]",Oreo,2022-11-01,2049-11-01,2020-01-12,803,4.8,0.0,0.0,9.18
343,071146008274-C-P-L1-8.49,"Harvest Snaps Organic Green Pea Snack Crisps, Lightly Salted, 20 oz","Home Decor, Kitchen, & Other",18.12,1970-01-01,1970-01-01,20.57,Was Price,20.57,Yes,23.78,2040210,ALWAYS_TWO_DAY,3.0,WFS Eligible,no restrictions,All Chips,"[""Home Page"",""Food"",""Snacks, Cookies & Chips"",""Chips"",""All Chips""]",Harvest Snaps,2023-02-07,2049-12-31,2019-03-28,5,4.2,18.12,0.0,7.248000000000001
344,889714000038-C-P-L3-22.99,Crest 3D Whitestrips 1 Hour Express Teeth Whitening Kit 20 Strips *EN,"Beauty, Personal Care, & Hygiene",30.95,1970-01-01,1970-01-01,30.95,Was Price,28.64,Yes,49.99,2048134,ALWAYS_TWO_DAY,1.0,WFS Eligible,no restrictions,Crest Whitening Strips,"[""Home Page"",""Personal Care"",""Oral Care"",""Teeth Whitening"",""Teeth Whitening Strips"",""Crest Whitening Strips""]",Crest,2023-10-18,2049-12-31,2022-10-19,10,4.2,43.89,0.0,12.38
345,harveast-dried-medjool-1lb,"Harveast Organic Medjool Dates, Sun-Dried, Naturally Sweet, Kosher Certified, Vegan, Paleo & Gluten-Free, No Sugar Added, 1 lb",Food & Beverage,13.69,1970-01-01,1970-01-01,13.69,Was Price,13.69,Yes,0.0,2038305,NETWORK_GEO,1.0,WFS Eligible,no restrictions,Dried Dates,"[""Home Page"",""Food"",""Snacks, Cookies & Chips"",""Dried Fruits"",""Shop by Fruit Type"",""Dried Dates""]",HARVEAST,2024-02-13,2049-12-28,2024-02-16,0,0.0,13.69,0.0,5.476
346,022447893946-C-P-L1-39.97,"Royal Consumer 1005MC Micro-Cut Paper Shredder, 10 Sheet, Black",Electronics Other,88.99,1970-01-01,1970-01-01,109.95,List Price,79.99,Yes,109.95,2038710,NETWORK_GEO,20.0,Seller Fulfilled,no restrictions,All Paper Shredders,"[""Home Page"",""Office Supplies"",""Paper Shredders"",""All Paper Shredders""]",Royal,2022-11-25,2049-12-31,2021-03-11,1,5.0,129.95,0.0,35.596
347,040000587996-BS-P-L1-20PCS,"SupplyTiger bundle of Snickers Kids Fun Candy 32oz Pack of Minis for Party Bags, Gifts, and Office Snacks",Other,34.75,1970-01-01,1970-01-01,34.9,Was Price,34.75,Yes,0.0,2038362,NETWORK_GEO,2.0,Seller Fulfilled,no restrictions,Shop All Chocolate,"[""Home Page"",""Food"",""Candy"",""Chocolate"",""Shop All Chocolate""]",SupplyTiger,2024-01-16,2049-12-31,2019-06-27,1,5.0,23.99,0.0,13.9
348,044387001557-Bstock-nespresso,"Nespresso Vertuo Plus Deluxe Coffee and Espresso Machine by De'Longhi, Black","Home Decor, Kitchen, & Other",148.99,1970-01-01,1970-01-01,169.95,Was Price,148.99,Yes,198.95,2038710,ALWAYS_TWO_DAY,1.0,Walmart Fulfilled,no restrictions,De'Longhi Espresso Machines,"[""Home Page"",""Home"",""Appliances"",""Kitchen Appliances"",""Coffee Shop"",""De'Longhi Espresso Machines""]",Nespresso by De'Longhi,2024-01-03,2049-12-30,2017-05-12,3396,4.8,189.59,0.0,59.596000000000004
349,076410904504-S-P-L1-6.98,"Lance Sandwich Crackers, ToastChee Cheddar, 40 Individually Wrapped Packs",Food & Beverage,22.25,1970-01-01,1970-01-01,17.49,Was Price,16.88,Yes,29.46,2040210,ALWAYS_TWO_DAY,3.53,WFS Eligible,no restrictions,Sandwich Crackers,"[""Home Page"",""Food"",""Snacks, Cookies & Chips"",""Crackers"",""Sandwich Crackers""]",Lance,2022-05-22,2049-05-02,2016-09-21,928,4.7,19.96,0.0,8.9
350,309974877053-bstock-naughty plum,"Revlon Super Lustrous Creme Lipstick, Creamy Formula, 045 Naughty Plum","Beauty, Personal Care, & Hygiene",7.4,1970-01-01,1970-01-01,6.48,List Price,6.48,Yes,7.99,2048134,ALWAYS_TWO_DAY,1.0,Walmart Fulfilled,no restrictions,Lipstick,"[""Home Page"",""Beauty"",""Makeup"",""Lip Makeup"",""Lipstick""]",Revlon,2023-12-14,2049-12-30,2017-04-12,21,4.8,6.48,0.0,2.9600000000000004
351,655772020901-C-P-L1-44.99,Mickey & Friends Four Slice Waffle Maker,"Home Decor, Kitchen, & Other",59.95,1970-01-01,1970-01-01,59.95,Was Price,59.95,Yes,59.99,2038710,ALWAYS_TWO_DAY,1.0,Walmart Fulfilled,no restrictions,Waffle Makers,"[""Home Page"",""Home"",""Appliances"",""Kitchen Appliances"",""Electric Grills & Skillets"",""Waffle Makers""]",Disney,2024-01-07,2049-12-30,2023-05-16,22,4.9,54.95,0.0,23.980000000000004
352,710363591618-C-P-L1-19.99,"Applied Nutrition Liquid Collagen Drink Mix Tubes, 4000 Mg, 30 Ct",Medicine & Supplements,27.59,1970-01-01,1970-01-01,27.99,Was Price,28.99,Yes,46.99,2038318,ALWAYS_TWO_DAY,5.0,WFS Eligible,no restrictions,Biotin,"[""Home Page"",""Health and Medicine"",""Vitamins and Supplements"",""Biotin""]",Applied Nutrition,2023-01-18,2049-12-31,2017-12-28,26,4.7,27.99,0.0,11.036000000000001
353,854995007021-bstock-campho,"Foundation Consumer Healthcare Campho Phenique Pain & Itch Relief Antiseptic Gel, 0.5 oz","Beauty, Personal Care, & Hygiene",9.72,1970-01-01,1970-01-01,9.76,Was Price,9.9,Yes,9.76,2038754,ALWAYS_TWO_DAY,0.03,WFS Eligible,no restrictions,Itch Relief,"[""Home Page"",""Health and Medicine"",""First Aid"",""Itch Relief""]",Campho-Phenique,2024-02-01,2049-12-31,2017-12-29,104,4.7,8.79,0.0,3.8880000000000003
354,888277115272-CB-P-L1-23.79,"Venom Steel Premium Industrial Black Nitrile Gloves, One Size Fits Most, 100 Count",Tools,22.1,1970-01-01,1970-01-01,24.65,List Price,22.15,Yes,24.65,2038710,ALWAYS_TWO_DAY,1.94,Walmart Fulfilled,no restrictions,Safe Travel Essentials,"[""Home Page"",""Home"",""Travel & Guest Ready"",""Safe Travel Essentials""]",Venom Steel,2022-01-30,2042-08-31,2015-12-16,23,4.7,15.98,0.0,8.840000000000002
355,Halley-Lux-Set4-NightBlue,"HALLEY Bath Towels 4-Piece Set - 100% Turkish Cotton Ultra Soft, Absorbent Bathroom Towels - Set Includes 1 Bath Towel, 1 Hand Towel, 2 Washcloths - Luxury Quality, Machine Washable - Night Blue","Home Decor, Kitchen, & Other",23.99,1970-01-01,1970-01-01,23.99,Was Price,23.99,Yes,0.0,2039973,ALWAYS_TWO_DAY,1.85,Walmart Fulfilled,no restrictions,Turkish Towels,"[""Home Page"",""Home"",""Bath"",""Bath Towels"",""Turkish Towels""]",HALLEY,2023-12-21,2049-12-30,2023-12-22,0,0.0,23.99,0.0,9.596
356,03746605335-S-FL1-9.98,Lindt Lindor Assorted Chocolate Truffles - 19 oz,Food & Beverage,22.19,1970-01-01,1970-01-01,21.99,Was Price,21.91,Yes,34.61,2038710,ALWAYS_TWO_DAY,1.3,WFS Eligible,no restrictions,Truffles,"[""Home Page"",""Food"",""Candy"",""Chocolate"",""Truffles""]",Lindt,2020-11-10,2049-03-23,2016-03-18,423,4.7,13.99,0.0,8.876000000000001
